"","sigsq","sigsq.tier","source","trait"
"sigsq.period.IR77",0.192829766537098,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR78",0.0820261871970123,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR78",0.00416947284076194,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR78",0.103285456367978,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR78",0.136257006608615,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR79",0.142896588264398,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR79",0.00757777043420622,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR79",0.329502153651032,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR79",0.117234753833057,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR80",0.100205837411286,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR80",0.00810169299408923,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR80",0.326190148648585,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR80",0.101480784694326,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR81",0.135923237486805,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR81",0.0105450266283371,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR81",0.246640502928878,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR81",0.139132057014842,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR82",0.156122204163113,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR82",0.00452386416386198,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR82",0.313248819336629,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR82",0.181139198440463,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR83",0.120718436408809,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR83",0.00673039161840995,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR83",0.329695884256245,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR83",0.334917075287302,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR84",0.0693226242305422,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR84",0.00248189491536746,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR84",0.440857308983779,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR84",0.344796448283343,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR85",0.0574893042047534,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR85",0.004669749082065,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR85",0.238922642778725,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR85",0.216131935876853,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR86",0.0767594615425015,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR86",0.00410733557317315,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR86",0.329028131052006,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR86",0.125932569559694,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR87",0.0761023818375201,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR87",0.0136752553643599,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR87",0.429431620459473,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR87",0.219054763182345,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR88",0.118034619527134,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR88",0.00577455300348075,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR88",0.388816470351024,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR88",0.110681270308692,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR89",0.108686714434295,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR89",0.00463297617393279,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR89",0.316654429745245,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR89",0.0733914576152458,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR90",0.173749911674962,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR90",0.0164046196126869,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR90",0.36506495302146,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR90",0.0633223328315197,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR91",0.164278138693902,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR91",0.0055402684918625,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR91",0.386866018316963,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR91",0.0706598387547539,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR92",0.217594141688459,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR92",0.0121059465188236,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR92",0.267504666625269,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR92",0.208015123497123,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR93",0.151727438260857,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR93",0.00704955094678532,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR93",0.268167526616825,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR93",0.0879259625705136,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR94",0.119403669336094,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR94",0.00622473831418423,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR94",0.363434837733095,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR94",0.333161325841103,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR95",0.132068137287606,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR95",0.00797652583246284,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR95",0.38087459280745,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR95",0.132292590499352,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR96",0.101746690132068,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR96",0.0112513385489593,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR96",0.315842984391835,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR96",0.129299693714121,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR97",0.0718424271802824,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR97",0.0146646885743821,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR97",0.297188138072291,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR97",0.344294739750181,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR98",0.205546605173169,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR98",0.00421010939701866,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR98",0.299142419415251,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR98",0.270773698867624,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR99",0.129570127553904,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR99",0.00271496845491528,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR99",0.222016338511001,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR99",0.186352583425775,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR100",0.136958282206179,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR100",0.0137682013659722,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR100",0.34412718930469,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR100",0.0838059799951102,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR101",0.0622288672838589,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR101",0.0211575369589389,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR101",0.136022716312368,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR101",0.113640685507957,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR102",0.0964813177356317,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR102",0.00270375627433207,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR102",0.293454431668582,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR102",0.129371533664412,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR103",0.0818445682622252,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR103",0.00966191728454646,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR103",0.416786722390468,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR103",0.232362365145808,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR104",0.161558181764079,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR104",0.0109267661979711,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR104",0.333003919498794,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR104",0.218708603719831,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR105",0.0662766667379744,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR105",0.00523542233792004,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR105",0.137138401810472,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR105",0.317313275320023,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR106",0.0843071494061063,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR106",0.0139706836675201,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR106",0.309062493057415,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR106",0.246653817228059,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR107",0.117373007381817,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR107",0.00399886712886287,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR107",0.308526357744366,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR107",0.362277368150404,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR108",0.0962533648630782,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR108",0.00455108683970225,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR108",0.245704983208487,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR108",0.088591139635676,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR109",0.109162748009937,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR109",0.00744135899820301,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR109",0.252519071573072,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR109",0.197628496162253,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR110",0.108238614988363,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR110",0.00614502437176429,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR110",0.503172232929955,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR110",0.157220273204173,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR111",0.0758362141979787,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR111",0.0162045243829828,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR111",0.305616454360957,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR111",0.0936552101852748,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR112",0.0620806643419837,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR112",0.00685949827088797,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR112",0.37917087869424,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR112",0.107217700488378,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR113",0.141684938421949,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR113",0.00633982876811271,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR113",0.380943820515799,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR113",0.0680684563215003,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR114",0.0875802562449177,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR114",0.0136004445607858,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR114",0.324461315210637,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR114",0.0878834361149959,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR115",0.0614794190684038,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR115",0.00541116936292623,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR115",0.277727275051624,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR115",0.31870405822461,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR116",0.0479495955298678,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR116",0.00543725578224227,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR116",0.215219781734735,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR116",0.14909329323259,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR117",0.0954073130592652,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR117",0.0125568862662888,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR117",0.276900636912583,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR117",0.189181783387165,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR118",0.0764577451955995,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR118",0.00550872797852147,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR118",0.223795403100048,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR118",0.210117386990748,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR119",0.109621837565142,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR119",0.00693005454489964,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR119",0.277916561975388,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR119",0.134004789767993,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR120",0.1776879978469,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR120",0.00407596057797643,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR120",0.307146950066872,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR120",0.0774429715435714,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR121",0.0868593038793784,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR121",0.0157111171905871,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR121",0.272375376592847,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR121",0.18953493230774,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR122",0.0634194299874336,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR122",0.00743683368816832,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR122",0.24943074497909,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR122",0.0870027476983531,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR123",0.170645690633243,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR123",0.00810690873108021,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR123",0.27523607775607,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR123",0.252954874005338,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR124",0.156150342035818,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR124",0.0129241095760473,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR124",0.391331895576413,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR124",0.276807117598221,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR125",0.0918075434856289,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR125",0.00518424832233404,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR125",0.300412112019753,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR125",0.0674523068161898,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR126",0.118700163505553,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR126",0.0202153083141882,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR126",0.240320445680781,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR126",0.0678118553618155,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR127",0.130588756231321,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR127",0.00437541273697191,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR127",0.273027509416068,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR127",0.148369333552498,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR128",0.123097855648299,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR128",0.00597592151037414,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR128",0.332369923468895,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR128",0.259673571512473,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR129",0.0924374033796633,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR129",0.0106209981799264,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR129",0.390655813856532,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR129",0.196652290059293,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR130",0.188713683980957,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR130",0.0080438153916732,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR130",0.289570216254838,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR130",0.295815635100889,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR131",0.106276290706006,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR131",0.00428117872801587,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR131",0.31301897906032,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR131",0.095167306591039,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR132",0.0809971318643274,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR132",0.0144841782814558,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR132",0.275155437482915,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR132",0.260487152172601,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR133",0.0950204621622681,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR133",0.0145770108027503,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR133",0.31054681734517,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR133",0.217532580501133,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR134",0.119866796165488,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR134",0.00659526383740511,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR134",0.381359451928592,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR134",0.180010216794409,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR135",0.273351534098855,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR135",0.00812184220021201,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR135",0.33380361594738,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR135",0.0371541982890708,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR136",0.096351066264978,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR136",0.0141933719989428,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR136",0.336825389021077,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR136",0.197124963642978,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR137",0.256162865104698,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR137",0.0101528211196314,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR137",0.248732941233965,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR137",0.0445098553736662,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR138",0.17617086831649,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR138",0.00420661885341425,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR138",0.360264050562597,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR138",0.329376555594271,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR139",0.0989201462111707,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR139",0.00712711115281014,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR139",0.352839246865919,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR139",0.16388353062324,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR140",0.0734162903054697,"sigsq.wavelet.CR","Colony","Rhythmicity"
